slang,formal
sabaro,sabar
yaa,ya
bangettt,banget
eehhh,eh
gni,begini
nyadar,menyadar
nyadar,menyadar
yg,yang
lucuuuuu,lucu
liat,lihat
bangett,banget
iiii,ih
kreative,kreatif
bangrt,banget
liat,lihat
azekkkk,asik
pinter,pintar
bngettt,banget
pinter,pintar
ga,tidak
kuaaatt,kuat
bhet,banget
bhs,bahasa
inggrisny,inggrisnya
bgt,banget
ni,ini
bangeeet,banget
bngt,banget
dgn,dengan
yg,yang
slm,salam
tmn2,teman-teman
dsna,disana
iyaap,iya
mksih,terima kasih
orang2,orang-orang
mnjadi,menjadi
nga,tidak
canyk,cantik
"bner""",benar-benar
bgt,banget
udah,sudah
poko,pokok
prodac,produk
yg,yang
ga,tidak
bkal,bakal
nyesell,menyesal
dehh,deh
poko,pokok
bbrp,beberapa
yg,yang
blg,bilang
gt,begitu
ciyusss,serius
de,deh
gw,gue
liat,lihat
yg,yang
lw,lu
kmaren,kemarin
ka,kak
ni,ini
kek,kayak
cyin,cinta
bgt,banget
yaa,ya
cantikkk,cantik
bangetttttttt,banget
sexi,seksi
bundaaaa,bunda
cantinya,cantiknya
gx,tidak
kyk,kayak
kyk,kayak
cantikkkk,cantik
woww,wow
bangett,banget
ja,saja
pake,pakai
bangget,banget
baget,banget
pingin,pengin
bettt,banget
kyknya,kayaknya
subhanalloh,subhanallah
cantiiillx,cantik
bundaaaa,bunda
tetep,tetap
mudaa,muda
brapa,berapa
sihh,sih
bgt,banget
bangetttt,banget
cantikkk,cantik
bgttt,banget
alaami,alami
sabaarrr,sabar
cantiiiikk,cantik
bangeeeeetttt,banget
ciee,cie
tp,tapi
ttp,tetap
kyk,kayak
yg,yang
inii,ini
cannntikk,cantik
banggett,banget
yaa,ya
nyaaa,nya
cakepp,cakep
bgt,banget
thnan,tahunan
tpi,tapi
cuantik,cantik
bgt,banget
msh,masih
seger,segar
ky,kaya
cantikkkkkk,cantik
bangetttt,banget
segerr,segar
bangett,banget
wouww,wow
bgt,banget
cantiiikkk,cantik
bgt,banget
knp,kenapa
udh,sudah
aja,saja
gak,tidak
kya,kaya
njir,anjir
ngikutin,mengikuti
pen,pengin
gw,gue
catokin,catok
gak,tidak
catokin,catok
catokin,catok
udah,sudah
sm,sama
lg,lagi
ikut2an,ikut-ikutan
kya,kaya
jg,juga
dr,dari
jg,juga
yuukk,yuk
promil,program hamil
aminn,amin
ksh,kasih
sll,selalu
jg,juga
utk,untuk
comment2nya,komentar-komentarnya
jg,juga
teman2,teman-teman
aja,saja
yg,yang
tiba2,tiba-tiba
"benar""",benar-benar
aamiin,amin
ak,aku
yukk,yuk
lohhh,loh
besar2an,besar-besaran
aja,saja
tp,tapi
klo,kalo
gak,tidak
yaaaa,ya
seneng,senang
pedes,pedas
seneng,senang
udah,sudah
rb,ribu
yaaa,ya
pengen,pengin
emang,memang
slalu,selalu
tdk,tidak
knsul,konsultasi
dg,dengan
dn,dan
dg,dengan
yg,yang
sdh,sudah
brhasil,berhasil
dlm,dalam
wktu,waktu
konsul,konsultasi
gratisss,gratis
ga,tidak
nyesel,menyesal
pake,pakai
kaka,kakak
hilangin,menghilangkan
bener2,benar-benar
yg,yang
pake,pakai
artis2,artis-artis
smoga,semoga
aja,saja
dipake,dipakai
org2,orang-orang
yg,yang
yg,yang
cm,cuma
kontak2,kontak-kontak
utk,untuk
dijadiin,dijadikan
aja,saja
yg,yang
dgn,dengan
dpt,dapat
org,orang
yg,yang
tp,tapi
dptnya,dapatnya
bs,bisa
dpt,dapat
jd,jadi
bs,bisa
dpt,dapat
gimana,bagaimana
jd,jadi
sy,saya
rb,ribu
udah,sudah
dpt,dapat
dgn,dengan
bgt,banget
yg,yang
bs,bisa
bkin,bikin
applikasi,aplikasi
udah,sudah
dgn,dengan
jg,juga
jd,jadi
aja,saja
mba,mbak
skarang,sekarang
sampe,sampai
pingin,pengin
gak,tidak
kereeeeen,keren
bngeet,banget
gemesinnnnn,menggemaskan
bner,benar
bner,benar
bnget,banget
udah,sudah
prodaknya,produknya
poko,pokok
prodak,produk
yg,yang
ga,tidak
bkal,bakal
nyesell,menyesal
dehh,deh
poko,pokok
yg,yang
yg,yang
dapet,dapat
dgn,dengan
ongkiir,ongkir
thn,tahun
thn,tahun
thn,tahun
thn,tahun
utk,untuk
ga,tidak
bgt,banget
ajaibbbbb,ajaib
saayyyyy,say
besarin,membesarkan
aja,saja
pake,pakai
belanjaa,belanja
disiniii,disini
lohhhh,loh
yg,yang
trims,terima kasih
utk,untuk
gak,tidak
aja,saja
ga,tidak
dn,dan
ganteung,ganteng
mba,mbak
pengen,pengin
pake,pakai
ga,tidak
nyesel,menyesal
ngerasa,merasa
ga,tidak
pede,percaya diri
bhgia,bahagia
iiiiiiiiii,ih
lucuukk,lucu
bgt,banget
keciil,kecil
yakinn,yakin
pentass,pentas
ngarep,mengharap
kepoin,kepo
lucu2,lucu-lucu
ngelahirin,melahirkan
gak,tidak
paksain,memaksa
biasaa,biasa
makasih,terima kasih
ngelahirin,melahirkan
gak,tidak
paksain,memaksa
biasaa,biasa
makasih,terima kasih
pengen,pengin
besarin,membesarkan
hub,hubungi
aja,saja
dgn,dengan
yg,yang
pengen,pengin
makasih,terima kasih
udah,sudah
rekomendasiin,merekomendasikan
bener,benar
pake,pakai
ga,tidak
makasih,terima kasih
ka,kak
ka,kak
makasih,terima kasih
udah,sudah
rekomendasiin,merekomendasikan
bener,benar
ka,kak
ga,tidak
makasih,terima kasih
q,ku
kk,kakak
bosaan,bosan
udah,sudah
pake,pakai
gak,tidak
yuukk,yuk
kitaaa,kita
knp,kenapa
yoo,ya
ak,aku
murmer,murah meriah
bgt,banget
hy,hai
teman2,teman-teman
pake,pakai
aja,saja
testinya,testimoninya
yaa,ya
yg,yang
lbh,lebih
jd,jadi
mengirusi,mengurusi
khdpn,kehidupan
yg,yang
keliatan,kelihatan
bgt,banget
gk,tidak
ngalah,mengalah
ngelawan,melawan
sm,sama
betuuuuulllllllllllllllll,betul
yg,yang
banyak2,banyak-banyak
mba,mbak
bisax,bisanya
cmn,cuman
nyerocos,mencerocos
aja,saja
emang,memang
uda,sudah
bener,benar
ngapain,mengapai
klo,kalo
cmn,cuman
mw,mau
ngatain,mengatai
yg,yang
sebenernya,sebenarnya
yg,yang
ga,tidak
tp,tapi
dgn,dengan
klmbutan,kelembutan
jgn,jangan
gw,gue
pgn,pengin
yg,yang
dlu,dulu
aja,saja
uda,sudah
seburuk2,seburuk-buruk
psti,pasti
dy,dia
sperti,seperti
dlu,dulu
dy,dia
ngurusin,mengurusi
nda,indak
ngurusin,mengurusi
sampe,sampai
msh,masih
diingetin,diingatkan
ntar,entar
udah,sudah
yg,yang
ngingetin,mengingatkan
ngeriiiiii,ngeri
ma,sama
nich,nih
ngingetin,mengingatkan
akhlah,akhlak
aja,saja
klo,kalo
org,orang
yg,yang
blg,bilang
ngapain,mengapai
ngurusin,mengurusi
org,orang
ntar,entar
elo2,lo-lo
yg,yang
mandiin,memandikan
yg,yang
nguburin,menguburkan
emg,memang
ngurus,mengurus
subhannallah,subhanallah
mb,mbak
kl,kalo
yg,yang
gk,tidak
ngebedain,membedakan
ngurusin,mengurusi
mb,mbak
tp,tapi
urusanny,urusannya
aja,saja
krn,karena
lg,lagi
dg,dengan
tuhanny,tuhannya
aja,saja
yg,yang
brtngkar,bertengkar
knp,kenapa
sllu,selalu
hny,hanya
krn,karena
pndapat,pendapat
teman2,teman-teman
yg,yang
sling,saling
mnding,mending
nmbah,menambah
temen,teman
looh,loh
drpd,daripada
nambah,menambah
kata2,kata-kata
emang,memang
lha,lah
sharusnya,seharusnya
jg,juga
sndiri,sendiri
bangeett,banget
mngkannya,mangkanya
klw,kalo
ngelakuin,melakukan
apa2,apa-apa
dlu,dulu
klo,kalo
kmu,kamu
bkn,bukan
scr,secara
gk,tidak
sbg,sebagai
yg,yang
tp,tapi
yg,yang
yg,yang
udah,sudah
ngelakuin,melakukan
udah,sudah
tp,tapi
skrg,sekarang
nyia2in,menyia-nyiakan
yg,yang
gini,begini
yg,yang
brarti,berarti
org,orang
yg,yang
gk,tidak
krn,karena
dgn,dengan
mndpat,mendapat
kpuasan,kepuasan
dr,dari
pdahal,padahal
gk,tidak
sgampang,segampang
mlepaskan,melepaskan
ngapain,mengapai
org,orang
diurusin,diurusi
org,orang
ga,tidak
pantes,pantas
indo,indonesia
ga,tidak
bgt,banget
prnh,pernah
dl,dulu
jgn,jangan
trll,terlalu
sk,suka
hdp,hidup
org,orang
hdp,hidup
sndr,sendiri
dl,dulu
sellow,selow
idup,hidup
krn,karena
sbbrnya,sebenarnya
yg,yang
idup,hidup
org,orang
smpe,sampai
bs,bisa
bkn,bukan
komen2,komen-komen
kasar2,kasar-kasar
bgt,banget
qt,kita
lbh,lebih
dr,dari
org,orang
pengen,pengin
rb,ribu
semangattt,semangat
teruss,terus
tp,tapi
dlu,dulu
beneran,benaran
yak,ya
ka,kak
nungguin,menunggu
baper,bawa perasaan
baper,bawa perasaan
baper,bawa perasaan
nnti,nanti
klo,kalo
blm,belum
testi,testimoni
banyaak,banyak
beneran,benaran
bujukk,bujuk
pala,kepala
d.apa,diapa
apain,apai
aj,saja
tetep,tetap
emng,memang
dsar,dasar
y,nya
udh,sudah
dri,dari
dlu,dulu
benetaran,benaran
gaa,tidak
kaka,kakak
bneran,benaran
gmn,bagaimana
si,sih
krenn,keren
abis,habis
kraya,karya
brg,bareng
lg,lagi
donk,dong
ka,kak
lg,lagi
kaka,kakak
udah,sudah
ngebantu,membantu
pake,pakai
yg,yang
kaka,kakak
kenalin,kenalkan
makasih,terima kasih
beneran,benaran
knp,kenapa
g,tidak
d,di
janjutin,lanjutkan
kaa,kak
yukk,yuk
kepppoin,kepoi
dehh,deh
tp,tapi
ttp,tetap
nnti,nanti
makasih,terima kasih
recommendasi,rekomendasi
prodak,produk
gak,tidak
pake,pakai
btulan,betulan
kha,kah
nggak,tidak
jd,jadi
rmbut,rambut
s,si
g,tidak
pjg,panjang
mna,mana
s,sih
tutupin,menutupi
"gara""",gara-gara
ga,tidak
pake,pakai
pake,pakai
wik,wig
beneran,benaran
kaka,kakak
ithu,itu
ttap,tetap
yukk,yuk
udh,sudah
artis2,artis-artis
knp,kenapa
botakin,botaki
yah,ya
ny,nya
botakkkk,botak
gitu,begitu
botakin,botaki
k,kak
gk,tidak
kk,kakak
kk,kakak
bnrn,benaran
skrg,sekarang
pake,pakai
week,wig
yukk,yuk
kerennn,keren
yg,yang
gawul,gaul
modes,modis
kitaa,kita
klian,kalian
brayyy,bray
yg,yang
kcantikan,kecantikan
klian,kalian
brayyy,bray
jalan2,jalan-jalan
mauuu,mau
donk,dong
bronis,brondong manis
rb,ribu
gapunya,tidak punya
jt,juta
nambah,menambah
bkln,bakalan
pingin,pengin
udah,sudah
kecantikanga,kecantikannya
loooh,loh
barang2,barang-barang
gk,tidak
hiii,hai
piiiilih,pilih
aja,saja
pokonya,pokoknya
deeh,deh
aja,saja
anak2,anak-anak
yaaaa,ya
zama,zaman
kn,kan
udh,sudah
gnti,ganti
yg,yang
bru,baru
nmnya,namanya
tapo,tapi
kuy,yuk
gkk,tidak
lg,lagi
petinggi2,petinggi-petinggi
slalu,selalu
wota2,wota-wota
yg,yang
yg,yang
yg,yang
knpa,kenapa
indefendet,independen
gak,tidak
tempat2,tempat-tempat
yg,yang
kyk,kayak
taik,tahi
yg,yang
slalu,selalu
anak2,anak-anak
bkn,bukan
yuuuukkk,yuk
bener,benar
lg,lagi
dituutup,ditutup
silahkan,silakan
gak,tidak
gak,tidak
mbaa,mbak
ngayal,mengkhayal
trlalu,terlalu
ngayal,mengkhayal
aja,saja
smvk,sempak
liat,lihat
aja,saja
bkal,bakal
jd,jadi
knyataan,kenyataan
amiinn,amin
njrittt,anjir
aja,saja
yah,ya
aminnn,amin
selmt,selamat
taz,atas
klhran,kelahiran
ank,anak
pertma,pertama
kk,kakak
ats,atas
kelahuran,kelahiran
ank,anak
pertamany,pertamanya
slmt,selamat
k,kak
k,kak
mamax,mamanya
iyah,iya
ankx,anaknya
cantip,cantik
lucuuuuu,lucu
donk,dong
yg,yang
donk,dong
yg,yang
ortu,orang tua
amiiiin,amin
lucuuu,lucu
lucuuuu,lucu
ihh,ih
la,lah
skli,sekali
kluarga,keluarga
kpn,kapan
ak,aku
pnya,punya
yg,yang
iyha,iya
dedek,adek
yg,yang
cantikkk,cantik
y,ya
kk,kakak
mb,mbak
ats,atas
klahiran,kelahiran
slmat,selamat
aamiin,amin
slamat,selamat
jdi,jadi
ortu,orang tua
kk,kakak
smoga,semoga
jdi,jadi
ank,anak
mmbanggakan,membanggakan
ortuny,orang tuanya
aamiin,amin
lucuuu,lucu
bngtt,banget
selmat,selamat
ae,saja
mnjdi,menjadi
bnda,bunda
k,kak
ma,sama
trus,terus
nyah,nya
aamiin,amin
bgt,banget
prtamax,pertamanya
kk,kakak
moqa,moga
jdi,jadi
yq,yang
brbakti,berbakti
yaaa,ya
gewlaaaaa,gila
ea,ya
kk,kakak
kk,kakak
ny,nya
yg,yang
sm,sama
lg,lagi
yg,yang
skrg,sekarang
"sama""",sama-sama
basodaraa,bersaudara
yg,yang
gamau,tidak mau
sm,sama
dr,dari
ori,orisinal
hargs,harga
perhatiin,perhatikan
abal2,abal-abal
kasian,kasihan
bgt,banget
bantuim,bantu
maen,main
adl,adalah
pelwak,pelawak
pake,pakai
karna,karena
pgn,pengin
kenceng,kencang
ga,tidak
tp,tapi
temen,teman
nyaranin,menyarankan
emang,memang
pake,pakai
udah,sudah
keliatan,kelihatan
saranin,menyarankan
km,kamu
hub,hubungi
ngasih,mengasih
ayoo,ayo
aamiiin,amin
suces,sukses
slalu,selalu
y,ya
yg,yang
jgn,jangan
km,kamu
sucses,sukses
ga,tidak
ga,tidak
garemin,garami
trus,terus
gapake,tidak pakai
ayoo,ayo
hubunggi,hubungi
gak,tidak
ngiringan,mengiringi
q,ku
gk,tidak
maluuu,malu
udah,sudah
gk,tidak
makasih,terima kasih
kaka,kakak
klo,kalo
karir.a,karirnya
iyaa,iya
aamin,amin
teruz,terus
yg,yang
udh,sudah
dpt,dapat
atw,atau
atw,atau
kaka,kakak
kemarn,kemarin
cobain,mencoba
udah,sudah
pake,pakai
ga,tidak
emang,memang
pake,pakai
udah,sudah
dapet,dapat
bgt,banget
makasih,terima kasih
kaka,kakak
recomendasinya,rekomendasinya
promoo,promo
ongkirr,ongkir
ga,tidak
yaa,ya
makasih,terima kasih
udah,sudah
kenalin,mengenalkan
pake,pakai
makasih,terima kasih
jd,jadi
gak,tidak
gk,tidak
dri,dari
mskasih,terima kasih
kaka,kakak
kaka,kakak
yg,yang
dlm,dalam
yg,yang
wowwwww,wow
kaka,kakak
kemarn,kemarin
cobain,mencoba
udah,sudah
pake,pakai
ga,tidak
emang,memang
pake,pakai
udah,sudah
dapet,dapat
kaka,kakak
bgt,banget
makasih,terima kasih
kaka,kakak
recomendasinya,rekomendasinya
seeeemua,semua
bener,benar
bener,benar
yg,yang
dipake,dipakai
skrng,sekarang
gak,tidak
pake,pakai
jd,jadi
dri,dari
yg,yang
rekomendasiin,rekomendasikan
mksh,terima kasih
makasih,terima kasih
nyaranin,menyarani
bener,benar
bener,benar
makasih,terima kasih
udh,sudah
kenalin,mengenalkan
jd,jadi
gak,tidak
dlm,dalam
jd,jadi
pede,percaya diri
skrng,sekarang
makasih,terima kasih
wowwww,wow
kaka,kakak
kemarn,kemarin
udah,sudah
pake,pakai
ga,tidak
emang,memang
pake,pakai
udah,sudah
dapet,dapat
kaka,kakak
bgt,banget
makasih,terima kasih
kaka,kakak
recomendasinya,rekomendasinya
artis2,artis-artis
batesin,batasi
atw,atau
ga,tidak
ilang,hilang
ilang,hilang
bijin,bikin
ga,tidak
pd,percaya diri
yg,yang
yg,yang
ga,tidak
pengen,pengin
gitu,begitu
ngeidealin,mengidealkan
bdn,badan
kmi,kami
bhn,bahan
dlm,dalam
hr,hari
mngkin,mungkin
menghilangkn,menghilangkan
utk,untuk
utk,untuk
lucuuuuu,lucu
bgt,banget
yg,yang
lucu2,lucu-lucu
makasih,terima kasih
udh,sudah
kenalin,mengenalkan
jd,jadi
gak,tidak
ga,tidak
ga,tidak
gasalah,tidak salah
gak,tidak
yg,yang
yg,yang
yg,yang
brsma,bersama
le,boleh
ugha,juga
aja,saja
cogan,cowok ganteng
semuaaa,semua
keknya,kayaknya
mo,mau
dijadiin,dijadikan
ni,nih
yg,yang
kn,kan
heeee,hai
ayoo,ayo
nonton,nonton
blm,belum
dgr,dengar
yg,yang
jd,jadi
udah,sudah
nobar,nonton bareng
dateng,datang
rame2,rame-rame
yam,ya
rame2,rame-rame
tai,tahi
kek,kayak
bkan,bukan
yg,yang
yg,yang
kartunin,kartun
tpi,tapi
jdulnya,judulnya
udah,sudah
pen,pengin
bacaaaa,baca
nonton,nonton
kta,kita
bgus,bagus
kyaknya,kayaknya
leh,boleh
ugha,juga
bgt,banget
km,kamu
aq,aku
gw,gue
abez,habis
nihh,nih
donk,dong
baaaaaang,bang
sy,saya
sy,saya
bgt,banget
sm,sama
kk,kakak
ka,kak
ampunnnnn,ampun
ganteeeeng,ganteng
bgt,banget
entahhh,entah
gimanaaaa,bagaimana
bs,bisa
kesampean,kesampaian
baper,bawa perasaan
pdhl,padahal
udah,sudah
bgt,banget
duuhh,duh
gantengnyaaaa,gantengnya
mrip,mirip
kk,kakak
bgtt,banget
kpn2,kapan-kapan
yah,ya
yg,yang
gini,begini
yg,yang
indo,indonesia
pans,fan
sampe,sampai
kuliyh,kuliah
gini,begini
kk,kakak
gantengg,ganteng
bngett,banget
kakk,kak
kenalin,kenalkan
yah,ya
alm,almarhum
gantengkuuuuuu,gantengku
atassss,atas
y,ya
orgny,orangnya
yha,ya
kaaaaa,kak
aja,saja
owalaah,walah
gt,begitu
bgt,banget
nengok,menengok
awk,awak
nengok,menengok
aslinyo,aslinya
liat,lihat
yg,yang
dr,dari
dlm,dalam
alissnyaa,alisnya
masaaaa,masa
adenya,adeknya
nggak,tidak
aja,saja
komuk,muka
elo,lo
kalahnye,kalahnya
yah,ya
males,malas
udh,sudah
gimana,bagaimana
yah,ya
maapin,maafi
milih,memilih
ngga,tidak
yoo,ya
udah,sudah
tp,tapi
iyaaaa,iya
aja,saja
udh,sudah
kpn,kapan
ga,tidak
liat,lihat
fakultass,fakultas
ngga,tidak
liat,lihat
smrg,semarang
liat,lihat
org,orang
yg,yang
gw,gue
inget,ingat
elu,lu
inget,ingat
aja,saja
aja,saja
serem,seram
g,tidak
unyu2,unyu-unyu
loe,lo
yah,ya
loe,lo
koq,kok
loe,lo
ohh,oh
yg,yang
d,di
blg,bilang
pdahal,padahal
yyaaa,ya
trs,terus
blg,bilang
lagii,lagi
klo,kalo
pdahal,padahal
insonniaaa,insomnia
udah,sudah
klo,kalo
udah,sudah
adekx,adeknya
dri,dari
liat,lihat
nihh,nih
bgtttt,banget
karna,karena
pengen,pengin
aamiin,amin
liat,lihat
azaab,azab
gk,tidak
bosen,bosan
nonton,nonton
km,kamu
jgn,jangan
gini,begini
yah,ya
ngakak,mengakak
gksi,tidak sih
ga,tidak
gw,gue
ga,tidak
gokil,gila
ko,kok
sampe,sampai
gituh,begitu
yah,ya
udh,sudah
ngakak,mengakak
aja,saja
gk,tidak
bosen,bosan
liat,lihat
emang,memang
bener,benar
bgt,banget
skrg,sekarang
aja,saja
ahhh,ah
ga,tidak
greged,greget
alamiii,alami
bgt,banget
emang,memang
pake,pakai
kenceng,kencang
sm,sama
ka,kak
pngen,pengin
bgt,banget
ktemu,ketemu
lngsung,langsung
sm,sama
ka,kak
yuuu,yuk
ga,tidak
d,di
ihh,ih
ditayangin,ditayangkan
lg,lagi
ko,kok
pake,pakai
itungan,hitungan
bgt,banget
gak,tidak
aja,saja
cantikkk,cantik
jd,jadi
"ms""",masa-masa
yg,yang
meranin,memerankan
baper,bawa perasaan
bgt,banget
dlu,dulu
nontonny,nontonnya
kaka,kakak
pake,pakai
gak,tidak
nyesel,menyesal
ka,kak
dlm,dalam
emank,memang
udh,sudah
rekomendasiiin,merekomendasikan
jd,jadi
gak,tidak
lg,lagi
bgt,banget
gemesin,menggemaskan
yg,yang
naksir,menaksir
sista2,sista-sista
agan2,agan-agan
yg,yang
pengen,pengin
ga,tidak
makasih,terima kasih
bikinin,membikin
kk,kakak
kaka,kakak
yaaaa,ya
pake,pakai
sy,saya
jg,juga
pingin,pengin
sm,sama
tpi,tapi
ngg,tidak
cntik,cantik
pake,pakai
nanget,banget
ngeditnya,mengeditnya
himana,bagaimana
ngeditnya,mengeditnya
gimana,bagaimana
waww,wow
kereen,keren
pengen,pengin
kekgini,kayak begini
yah,ya
ga,tidak
bsa,bisa
ngasih,mengasih
apa2,apa-apa
kakk,kak
kakk,kak
smoga,semoga
bgt,banget
subhanaallahh,subhanallah
sangat2,sangat-sangat
bgtt,banget
subhanalloh,subhanallah
terharuuuu,terharu
subhanalloh,subhanallah
kpn,kapan
"kata""",kata-kata
gtu,begitu
subhanallahhh,subhanallah
kpn,kapan
yaaa,ya
tlsn,tulisan
gini,begini
subhanalloh,subhanallah
nagiss,menangis
yaa,ya
kaaa,kak
aneut,banget
trrharu,terharu
skli,sekali
sllu,selalu
subhnallah,subhanallah
yng,yang
yaa,ya
allahh,allah
suamiii,suami
aminnnn,amin
aaahh,ah
dcintai,dicintai
spt,seperti
yaa,ya
smga,semoga
sll,selalu
mnjadi,menjadi
klrga,keluarga
yg,yang
liat'y,lihatnya
bngeet,banget
yaa,ya
alloh,allah
smoga,semoga
bnr2,benar-benar
smg,semoga
klian,kalian
lggeng,langgeng
trs,terus
smga,semoga
samara,sakinah mawadah rahman
romantisny,romatisnya
bgd,banget
duhhh,duh
pcar,pacar
kakanga,kakaknya
kakanya,kakaknya
udah,sudah
makasih,terima kasih
udah,sudah
lyt,lihat
bener,benar
yakk,ya
slw,selow
aja,saja
cpa,siapa
gak,tidak
yg,yang
mna,mana
emng,memang
gak,tidak
akuu,aku
ama,sama
aja,saja
gak,tidak
ngomong,mengomong
aelah,alah
msih,masih
aja,saja
nyari,mencari
idupnya,hidupnya
bner,benar
blom,belum
pakek,pakai
ngatain,mengatai
orabg,orang
ngingetin,mengingatkan
yg,yang
nyari,mencari
kaa,kak
iyha,iya
makasih,terima kasih
yha,ya
mukanyaa,mukanya
kakanya,kakaknya
jwb,jawab
kakakny,kakaknya
maluuu,malu
pnya,punya
indo,indonesia
yg,yang
jgn,jangan
dri,dari
tpi,tapi
bnyak,banyak
yg,yang
yg,yang
yg,yang
tu,itu
pakek,pakai
woooyy,woy
kw,kau
ngelucu,melucu
yoo,ya
bukak,buka
mato,mata
kw,kau
klo,kalo
emang,memang
kw,kau
yo,ya
yg,yang
kyk,kayak
kw,kau
kareno,karena
bnyak,banyak
orng,orang
cino,cina
munafikk,munafik
kw,kau
tu,itu
taik,tahi
tu,itu
yg,yang
bnyak,banyak
yg,yang
laen,lain
meker,mikir
meker,mikir
dak,indak
indoneaia,indonesia
tu,itu
dak,indak
dak,indak
nyalahin,menyalahkan
benarin,membenarkan
emang,memang
jaadii,jadi
apo,apa
nyo,nya
dak,indak
yg,yang
aja,saja
jgn,jangan
sndiri,sendiri
yg,yang
sndri,sendiri
mba,mbak
miara,memiara
pake,pakai
ngaku,mengaku
gak,tidak
mba,mbak
karna,karena
mba,mbak
jalanani,menjalani
aja,saja
gak,tidak
mba,mbak
yg,yang
mba,mbak
yg,yang
gak,tidak
mba,mbak
yg,yang
mba,mbak
sy,saya
yg,yang
yg,yang
smua,semua
dalil2,dalil-dalil
sunah2,sunah-sunah
tp,tapi
sy,saya
sm,sama
sdah,sudah
pake,pakai
lg,lagi
benda2,benda-benda
sj,saja
lg,lagi
krn,karena
bilang2,bilang-bilang
tp,tapi
gk,tidak
ngomong,mengomong
ngaca,mengaca
emangnya,memangnya
knp,kenapa
rumpiin,rumpi
ngaca,mengaca
hotak,botak
gk,tidak
yg,yang
ikut2,ikut-ikut
ngaca,mengaca
yg,yang
km,kamu
nahhh,nah
klo,kalo
yg,yang
yg,yang
jg,juga
napa,kenapa
jg,juga
jg,juga
jg,juga
yg,yang
ciptain,menciptakan
liat,lihat
mbk,mbak
org,orang
yg,yang
mba,mbak
klo,kalo
ngak,tidak
masing2,masing-masing
jawabanny,jawabannya
jgn,jangan
ngurusin,mengurusi
dech,deh
urusin,urus
aj,saja
masing2,masing-masing
aduhhh,aduh
ajj,saja
yg,yang
mikir2,memikir-mikir
klo,kalo
gk,tidak
jdi,jadi
klo,kalo
melihara,memelihara
gw,gue
tpi,tapi
gw,gue
jga,juga
sma,sama
ihh,ih
oooh,oh
lg,lagi
bru,baru
klo,kalo
liat,lihat
hidupx,hidupnya
yg,yang
skrg,sekarang
lg,lagi
aja,saja
ngefans,fan
dripda,daripada
gara2,gara-gara
ehh,eh
skrg,sekarang
gara2,gara-gara
tdk,tidak
lsg,langsung
ngefans,fan
klo,kalo
ngefans,fan
liat,lihat
uztad,ustad
gw,gue
gw,gue
anjingnyaa,anjingnya
yaa,ya
miara,memiara
pegang2,pegang-pegang
jg,juga
gpp,tidak apa-apa
tp,tapi
ilmh,ilmu
ttg,tentang
smga,semoga
sll,selalu
dlm,dalam
menasehati,menasihati
suka2,suka-suka
kelus,kali
syang,sayang
hubngan,hubungan
sma,sama
atw,atau
gak,tidak
ga,tidak
yg,yang
y,ya
jd,jadi
knpa,kenapa
gak,tidak
yg,yang
sy,saya
tp,tapi
ga,tidak
yg,yang
yg,yang
dr,dari
melihara,memelihara
apalg,apalagi
silahkan,silakan
yg,yang
yg,yang
kl,kalo
koclak,kocak
gokil,gila
gak,tidak
tuhh,tuh
mrip,mirip
bget,banget
bju,baju
tauu,tau
yaa,ya
cinggirnyaaaa,cinggirnya
bcnda,bercanda
yahhhh,ya
miripppp,mirip
ngakak,mengakak
njir,anjir
pede,percaya diri
bgt,banget
sedikitlaahh,sedikitlah
aja,saja
yaa,ya
skitar,sekitar
miriplahhhhhh,miriplah
syediih,sedih
yg,yang
bgt,banget
mirp,mirip
sihh,sih
cma,cuma
baju.a,bajunya
wiiiihhhhhhhhh,wih
gak,tidak
karna,karena
wahh,wah
bngett,banget
emng,memang
koq,kok
cmn,cuman
aj,saja
inget,ingat
aja,saja
jg,juga
sm,sama
kren,keren
ttp,tetap
gantheng,ganteng
synk,sayang
tnya,tanya
gilak,gila
gw,gue
ngfans,fan
ama,sama
miriiippp,mirip
bgt,banget
idungnya,hidungnya
miriip,mirip
wooow,wow
keliatan,kelihatan
panglingg,pangling
bgt,banget
ni,ini
artisnyaa,artisnya
dtggu,ditunggu
yah,ya
trnyata,ternyata
sm,sama
ahh,ah
bgt,banget
tehh,teh
yg,yang
kereeen,keren
bangettt,banget
bangeeettt,banget
ka,kak
bener,benar
bener,benar
bgt,banget
smpe,sampai
ga,tidak
bosen,bosan
liat,lihat
bgtttttttt,banget
ka,kak
bgt,banget
ga,tidak
rapih,rapi
yak,ya
buuun,bun
yg,yang
ayoo,ayo
iyak,iya
mba,mbak
ga,tidak
bgtttt,banget
iyaappps,iya
pake,pakai
pengen,pengin
bgt,banget
gini,begini
bgtt,banget
kmaren,kemarin
sukse,sukses
nih2,nih-nih
yg,yang
baruu,baru
yg,yang
bgt,banget
sm,sama
nyesel,menyesal
kyknya,kayaknya
kecptan,kecepatan
scra,secara
dl,dulu
blm,belum
klw,kalo
yg,yang
yah,ya
rmbutnya,rambutnya
pdhl,padahal
skr,sekarang
bnyk,banyak
giti,begitu
bgt,banget
bener2,benar-benar
penganten,pengantin
yg,yang
wrn,warna
klo,kalo
makasih,terima kasih
bgt,banget
yg,yang
ne,ini
bgt,banget
ny,nya
